LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 0.7
Lattice spacing in x,y,z = 1.1952286 1.1952286 1.1952286
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.5976143) to (23.904572 23.904572 0.5976143)
  8 by 8 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.5976143) to (23.904572 23.904572 0.5976143)
  create_atoms CPU = 0.002 seconds
mass 1 1.0

velocity all create ${initial_temperature} 25000
velocity all create 3 25000

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 37 37 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.047 | 3.047 | 3.047 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   3              0              0              2.9925         2.09475      
       500   2.9120385      0.35894064     0              3.263699       7.091868     
      1000   2.8779473      0.50831397     0              3.3790664      8.113774     
      1500   2.8613346      0.48010779     0              3.3342891      8.3254592    
      2000   3.0384575      0.38699416     0              3.4178556      7.5762472    
      2500   2.8978155      0.45397406     0              3.344545       8.0647219    
      3000   2.8025898      0.45020212     0              3.2457854      8.045698     
      3500   2.7285667      0.34595656     0              3.0677018      6.6675972    
      4000   2.7480617      0.47800391     0              3.2191954      8.312832     
      4500   2.8957311      0.41504152     0              3.3035333      7.5586609    
      5000   2.9109306      0.45406518     0              3.3577185      8.2123826    
      5500   2.7531733      0.45570176     0              3.2019921      8.0327601    
      6000   2.7527012      0.39635807     0              3.1421775      7.454088     
      6500   2.7970478      0.47658496     0              3.2666401      8.076989     
      7000   2.9166826      0.4494275      0              3.3588184      7.8553346    
      7500   2.8071326      0.48338023     0              3.283495       8.6007027    
      8000   2.7934686      0.51342255     0              3.2999075      8.4675983    
      8500   3.0543175      0.51256084     0              3.5592426      8.5901221    
      9000   2.9942957      0.42132886     0              3.4081388      7.7464895    
      9500   3.1037936      0.34969856     0              3.4457327      6.9454773    
     10000   2.9710852      0.40205113     0              3.3657086      7.6547345    
     10500   2.9367677      0.48425228     0              3.4136781      8.065171     
     11000   3.1388601      0.32532855     0              3.4563415      7.0692453    
     11500   3.2086732      0.35744236     0              3.5580939      7.3484702    
     12000   3.0691746      0.5587705      0              3.6202722      8.6678739    
     12500   3.1461613      0.54752545     0              3.6858213      9.3358211    
     13000   3.1295763      0.45630199     0              3.5780544      8.3089838    
     13500   2.8907481      0.46867476     0              3.352196       7.9746426    
     14000   2.736344       0.56279557     0              3.2922987      8.8778087    
     14500   2.9786744      0.41824609     0              3.3894738      7.9043421    
     15000   2.8597228      0.37279464     0              3.2253682      7.1550387    
     15500   3.0002755      0.43013451     0              3.4229093      7.8605243    
     16000   2.9972303      0.41360047     0              3.4033377      7.8416233    
     16500   3.0185896      0.45420216     0              3.4652452      8.2320081    
